582;7.89;19.89;-2.8528
583;7.86;20.31;-1.6852
584;11.91;20.99;-0.22398
585;15.14;22.03;2.0327
586;14.66;23.17;4.3013
587;18.23;24.11;5.861
588;18.73;24.96;7.4679
589;19.72;25.78;8.8269
590;20.99;26.49;10.1294
591;23.04;27.14;11.0984
592;20.42;27.59;11.6301
593;24.1;27.5;11.041
594;17.95;26.85;9.2495
595;15.72;25.95;7.5376
596;15.76;25.08;5.6641
597;12.46;24.18;3.631
598;13.16;23.24;1.7378
599;15;22.47;0.33793
600;12.62;21.86;-0.58592
601;14.2;21.29;-1.5191
602;8.97;20.76;-2.6909
603;12.84;20.24;-3.5475
604;14.1;19.81;-3.8607
605;11.77;19.55;-4.3456
606;10.77;19.42;-4.0502
607;11.22;19.55;-3.454
608;16.59;20.34;-1.8139
609;18.03;21.89;1.2776
610;19.96;23.6;4.7963
611;21.65;24.86;6.972
612;22.33;25.79;8.7055
613;22.73;26.64;10.3337
614;22.82;27.31;11.2671
615;24.16;27.81;11.8335
616;25.25;28.07;11.9738
617;28.87;27.83;11.2073
618;24.11;27.05;9.1188
619;20.91;26.05;7.041
620;16.13;25.18;5.2429
621;15.8;24.37;3.6701
622;14.76;23.6;1.9447
623;14.39;23.2;1.1639
624;21.83;23.2;1.1986
625;18.27;23.3;1.4495
626;15.26;23.18;1.4025
627;20.53;22.87;0.75176
628;18.52;22.62;0.3152
629;13.15;22.54;0.30237
630;15.42;22.54;0.085309
631;18.2;22.67;0.73161
632;17.98;23.23;1.7914
633;23.59;24.24;3.7751
634;20.01;25.35;5.8356
635;23.07;26.23;7.5638
636;26.09;27.01;8.782
637;22.91;27.67;9.9407
638;23.99;27.97;10.3085
639;24.86;27.94;9.9379
640;28.28;27.7;9.3061
641;25.46;27.31;8.0846
642;15.5;26.72;6.6541
643;17.07;26.04;5.3606
644;16.01;25.52;4.0569
645;11.33;25.12;3.1335
646;14.24;24.75;2.369
647;12.12;24.4;1.7567
648;14.49;24.06;1.3667
649;12.84;23.74;0.73394
650;12.46;23.45;0.21073
651;10.62;23.2;-0.26197
652;8.2;23.01;-0.44649
653;11.7;22.9;-0.6617
654;10.22;22.85;-0.63716
655;10.28;22.9;-0.47256
656;9.88;23.09;0.14681
657;15.38;23.4;1.0451
658;11.11;23.8;1.5819
659;14.86;24.29;2.7021
660;17.05;24.93;3.9056
661;17.64;25.56;5.1341
662;19.02;25.97;5.772
663;17.25;26.22;6.2381
664;12.96;26.31;6.2959
665;15.71;26.05;5.5869
666;14.65;25.34;4.0322
667;14.87;24.51;2.2433
668;13.39;23.97;1.2469
669;13.11;23.64;0.82583
670;12.46;23.23;-0.017432
671;16.35;22.7;-0.86498
672;10.26;22.32;-1.5204
673;15.27;22.25;-1.5152
674;13.67;22.21;-1.4681
675;11.11;22.06;-1.6296
676;8.63;21.99;-1.3378
677;10.12;21.97;-1.2064
678;8.98;21.86;-1.6017
679;10.02;21.85;-1.2563
680;9.92;22.35;-0.093169
681;11.57;23.41;2.0956
682;14.09;24.53;4.1293
683;12.18;25.29;5.6947
684;15.05;25.79;6.4639
685;14.24;26.19;7.1422
686;14.97;26.41;7.3354
687;16.45;26.45;7.1749
688;13.79;26.3;6.6773
689;16.96;25.87;5.8355
690;12.15;25.11;4.3678
691;10.23;24.25;2.5237
692;8.07;23.71;1.2869
693;7.91;23.48;0.984
694;7.91;23.28;0.75186
695;7.73;23.01;0.32301
696;6.87;22.74;-0.092572
697;7.43;22.5;-0.5214
698;8.64;22.25;-0.87887
699;5.43;21.95;-1.1999
700;5.78;21.7;-1.6191
701;4.11;21.56;-1.7803
702;3;21.47;-1.9038
703;6.11;21.54;-1.5173
704;11.19;22;-0.44697
705;8.33;22.9;1.4892
706;13.16;23.96;3.8414
707;15.06;24.86;5.4461
708;14.2;25.69;6.8087
709;16.43;26.45;8.2842
710;15.91;26.78;8.7411
711;15.68;26.68;8.2686
712;14.04;26.42;7.5988
713;12.7;26.09;6.7948
714;16.02;25.6;5.7212
715;15.15;25.01;4.3474
716;10.52;24.4;3.0819
717;12.75;23.72;1.7687
718;13.4;23.07;0.58665
