HVAC,Light,Appliance,Misc.,Outdoor equipment
660340.73,7207.494424,265738.3734,74319.95407,26991.83925
660146.4032,7207.494424,265738.3734,74319.95407,26991.83925
659957.8095,7207.494424,265738.3734,74319.95407,26991.83925
659774.4078,7207.494424,265738.3734,74319.95407,26991.83925
659597.1071,7207.494424,265738.3734,74319.95407,26991.83925
659426.6941,7207.494424,265738.3734,74319.95407,26991.83925
659262.3222,7207.494424,265738.3734,74319.95407,26991.83925
659103.6888,7207.494424,265738.3734,74319.95407,26991.83925
658952.3947,7207.494424,265738.3734,74319.95407,26991.83925
658809.3095,7207.494424,265738.3734,74319.95407,26991.83925
658674.7392,7207.494424,265738.3734,74319.95407,26991.83925
658547.0347,7207.494424,265738.3734,74319.95407,26991.83925
658427.9088,7207.494424,265738.3734,74319.95407,26991.83925
658318.6904,7207.494424,265738.3734,74319.95407,26991.83925
658220.0959,7207.494424,265738.3734,74319.95407,26991.83925
658131.7194,7207.494424,265738.3734,74319.95407,26991.83925
658053.7763,7207.494424,265738.3734,74319.95407,26991.83925
657988.1775,7207.494424,265738.3734,74319.95407,26991.83925
657936.2522,7207.494424,265738.3734,74319.95407,26991.83925
657897.8396,7207.494424,265738.3734,74319.95407,26991.83925
657874.689,7207.494424,265738.3734,74319.95407,26991.83925
657867.3606,7207.494424,265738.3734,74319.95407,26991.83925
657877.6888,7207.494424,265738.3734,74319.95407,26991.83925
657906.6129,7207.494424,265738.3734,74319.95407,26991.83925
657956.4128,7207.494424,265738.3734,74319.95407,26991.83925
658029.3303,7207.494424,265738.3734,74319.95407,26991.83925
658126.9698,7207.494424,265738.3734,74319.95407,26991.83925
658252.3642,7207.494424,265738.3734,74319.95407,26991.83925
658411.6164,7207.494424,265738.3734,74319.95407,26991.83925
658620.3959,7207.494424,265738.3734,74319.95407,26991.83925
656742.8758,21622.48327,259926.6119,83777.96873,27731.51775
656123.2237,21622.48327,259926.6119,83777.96873,27731.51775
655662.5839,21622.48327,259926.6119,83777.96873,27731.51775
655211.221,21622.48327,259926.6119,83777.96873,27731.51775
654769.2298,21622.48327,259926.6119,83777.96873,27731.51775
654333.9532,21622.48327,259926.6119,83777.96873,27731.51775
653902.2974,21622.48327,259926.6119,83777.96873,27731.51775
653473.6498,21622.48327,259926.6119,83777.96873,27731.51775
